timestamp,P_keystroke,P_face,P_total,is_frustrated,intervention_triggered
2026-03-24 15:56:05,0.0000,0.0000,0.0000,0,0
2026-03-24 15:56:06,0.0000,0.0000,0.0000,0,0
2026-03-24 15:56:07,0.0000,0.0000,0.0000,0,0
2026-03-24 15:56:08,0.0000,0.0000,0.0000,0,0
2026-03-24 15:56:09,0.0000,0.0000,0.0000,0,0
2026-03-24 15:56:10,0.0000,0.0000,0.0000,0,0
2026-03-24 15:56:11,0.0000,0.0000,0.0000,0,0
2026-03-24 15:56:12,0.0000,0.2744,0.0960,0,0
2026-03-24 15:56:13,0.0000,0.2631,0.0921,0,0
2026-03-24 15:56:14,0.0000,0.2287,0.0800,0,0
2026-03-24 15:56:15,0.0000,0.1989,0.0696,0,0
2026-03-24 15:56:16,0.0000,0.1673,0.0586,0,0
2026-03-24 15:56:17,0.0000,0.1864,0.0653,0,0
2026-03-24 15:56:18,0.0000,0.1452,0.0508,0,0
2026-03-24 15:56:19,0.0000,0.1768,0.0619,0,0
2026-03-24 15:56:20,0.0000,0.1641,0.0574,0,0
2026-03-24 15:56:21,0.0000,0.1732,0.0606,0,0
2026-03-24 15:56:22,0.0000,0.1753,0.0614,0,0
2026-03-24 15:56:23,0.0000,0.2075,0.0726,0,0
2026-03-24 15:56:24,0.0000,0.1977,0.0692,0,0
2026-03-24 15:56:25,0.0000,0.2055,0.0719,0,0
2026-03-24 15:56:26,0.0000,0.2055,0.0719,0,0
2026-03-24 15:56:27,0.0000,0.2130,0.0745,0,0
2026-03-24 15:56:28,0.0000,0.2036,0.0713,0,0
2026-03-24 15:56:29,0.0000,0.2476,0.0867,0,0
2026-03-24 15:56:30,0.0000,0.2648,0.0927,0,0
2026-03-24 15:56:31,0.0000,0.2737,0.0958,0,0
2026-03-24 15:56:32,0.0000,0.2773,0.0971,0,0
2026-03-24 15:56:33,0.0000,0.2789,0.0976,0,0
2026-03-24 15:56:34,0.0000,0.2925,0.1024,0,0
2026-03-24 15:56:35,0.0000,0.3162,0.1107,0,0
2026-03-24 15:56:36,0.0000,0.2808,0.0983,0,0
2026-03-24 15:56:37,0.0000,0.2696,0.0943,0,0
2026-03-24 15:56:38,0.9970,0.2696,0.7424,1,1
2026-03-24 15:56:39,0.9970,0.2713,0.7430,1,0
2026-03-24 15:56:40,0.9970,0.2367,0.7309,1,0
2026-03-24 15:56:41,0.9970,0.2355,0.7305,1,0
2026-03-24 15:56:42,0.9970,0.2370,0.7310,1,0
2026-03-24 15:56:44,0.9970,0.2370,0.7310,1,0
2026-03-24 15:56:45,0.9373,0.2217,0.6868,1,0
2026-03-24 15:56:46,0.9373,0.1888,0.6753,1,0
2026-03-24 15:56:47,0.9373,0.1462,0.6604,1,0
2026-03-24 15:56:48,0.9373,0.1603,0.6653,1,0
2026-03-24 15:56:49,0.9373,0.2217,0.6868,1,0
2026-03-24 15:56:50,0.9373,0.2441,0.6947,1,0
2026-03-24 15:56:51,0.9373,0.2669,0.7026,1,0
2026-03-24 15:56:52,0.9373,0.3009,0.7146,1,0
2026-03-24 15:56:53,0.9373,0.3631,0.7363,1,0
2026-03-24 15:56:54,0.9373,0.3656,0.7372,1,0
2026-03-24 15:56:55,0.9373,0.3543,0.7332,1,0
2026-03-24 15:56:56,0.9373,0.2903,0.7108,1,0
2026-03-24 15:56:57,0.9373,0.2568,0.6991,1,0
2026-03-24 15:56:58,0.9373,0.2170,0.6852,1,0
2026-03-24 15:56:59,0.9373,0.2064,0.6815,1,0
2026-03-24 15:57:00,0.9373,0.1692,0.6684,1,0
2026-03-24 15:57:01,0.9373,0.1800,0.6722,1,0
2026-03-24 15:57:02,0.9373,0.1402,0.6583,1,0
2026-03-24 15:57:03,0.9373,0.1811,0.6726,1,0
2026-03-24 15:57:04,0.9373,0.1873,0.6748,1,0
2026-03-24 15:57:05,0.9373,0.2269,0.6886,1,0
2026-03-24 15:57:06,0.9373,0.2396,0.6931,1,0
2026-03-24 15:57:07,0.9373,0.2346,0.6913,1,0
2026-03-24 15:57:08,0.8580,0.2618,0.6493,1,0
2026-03-24 15:57:09,0.8580,0.2648,0.6504,1,0
2026-03-24 15:57:10,0.8580,0.2430,0.6427,1,0
2026-03-24 15:57:11,0.8580,0.2225,0.6355,1,0
2026-03-24 15:57:12,0.8580,0.1805,0.6209,1,0
2026-03-24 15:57:13,0.8580,0.1621,0.6144,1,0
2026-03-24 15:57:14,0.8580,0.1626,0.6146,1,0
2026-03-24 15:57:15,0.8580,0.1265,0.6019,1,0
2026-03-24 15:57:16,0.8580,0.1531,0.6112,1,0
2026-03-24 15:57:17,0.8580,0.1824,0.6215,1,0
2026-03-24 15:57:18,0.8580,0.2002,0.6278,1,0
2026-03-24 15:57:20,0.8580,0.2444,0.6432,1,0
2026-03-24 15:57:21,0.8580,0.2405,0.6418,1,0
2026-03-24 15:57:22,0.8580,0.2543,0.6467,1,0
2026-03-24 15:57:23,0.8580,0.2848,0.6574,1,0
2026-03-24 15:57:24,0.8580,0.2870,0.6581,1,0
2026-03-24 15:57:25,0.8580,0.2744,0.6537,1,0
2026-03-24 15:57:26,0.8580,0.2831,0.6568,1,0
2026-03-24 15:57:27,0.9793,0.2491,0.7237,1,0
2026-03-24 15:57:28,0.9793,0.2632,0.7287,1,0
2026-03-24 15:57:29,0.9793,0.2816,0.7351,1,0
2026-03-24 15:57:30,0.9793,0.2878,0.7373,1,0
2026-03-24 15:57:31,0.9793,0.2990,0.7412,1,0
2026-03-24 15:57:32,0.9793,0.3023,0.7424,1,0
2026-03-24 15:57:33,0.9793,0.2641,0.7290,1,0
2026-03-24 15:57:34,0.9793,0.2644,0.7291,1,0
2026-03-24 15:57:35,0.9793,0.2674,0.7301,1,0
2026-03-24 15:57:36,0.9793,0.2507,0.7243,1,0
2026-03-24 15:57:37,0.9793,0.2481,0.7234,1,0
2026-03-24 15:57:38,0.9793,0.2481,0.7234,1,0
2026-03-24 15:57:39,0.9793,0.2488,0.7236,1,1
2026-03-24 15:57:40,0.9793,0.2394,0.7204,1,0
2026-03-24 15:57:41,0.9793,0.2704,0.7312,1,0
